戦略,戦略タイプ,利確pips,損切りpips,時間帯,曜日,トレンド環境,ボラ環境,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"MACDクロス(16,21,6)",MACDクロス,6,12,ロンドン(16-21時),水,上昇のみ,ATR高,109,2.1,66.1,-12.0,6.0,-12.0,0.973,-108.0,6,19,1.7,47.4,-66.0,6.0,-12.0,0.45,-78.0,4,0.462,7.9,不採用
押し目(EMA200+RSI35/55),押し目,10,10,22時台,火,なし,なし,55,1.1,60.0,100.4,9.71,-10.0,1.456,-40.0,4,33,1.2,36.4,-82.3,10.0,-9.63,0.593,-102.3,5,0.407,7.9,不採用
"BBブレイク(期間20, 1.5σ)",BBブレイク,5,12,22時台,全曜日,上昇のみ,ATR高,287,1.2,65.9,-180.2,4.98,-11.44,0.839,-246.1,6,78,1.3,57.7,-171.0,5.0,-12.0,0.568,-181.0,4,0.677,7.9,不採用
"EMAクロス(3,75)",EMAクロス,5,30,16時台,金,上昇のみ,直近30分変動大,13,1.0,84.6,-5.0,5.0,-30.0,0.917,-30.0,1,9,1.0,66.7,-60.0,5.0,-30.0,0.333,-75.0,2,0.363,7.9,不採用
"MACDクロス(8,21,12)",MACDクロス,25,20,22時台,全曜日,レンジのみ,直近30分変動大,101,1.1,50.5,103.4,18.88,-17.19,1.12,-190.2,6,38,1.1,36.8,-133.8,20.6,-17.59,0.683,-127.9,6,0.61,7.9,不採用
"EMAクロス(10,200)",EMAクロス,12,8,15時台,木,レンジのみ,なし,36,1.1,44.4,32.0,12.0,-8.0,1.2,-76.0,9,19,1.5,26.3,-52.0,12.0,-8.0,0.536,-88.0,6,0.447,7.9,不採用
押し目(EMA200+RSI40/65),押し目,8,8,NY(21-23時),全曜日,なし,ATR高,78,1.2,52.6,32.0,8.0,-8.0,1.108,-72.0,5,39,1.3,35.9,-88.0,8.0,-8.0,0.56,-112.0,5,0.505,7.9,不採用
"EMAクロス(10,200)",EMAクロス,10,8,21時台,金,レンジのみ,なし,42,1.2,42.9,-12.0,10.0,-8.0,0.938,-64.0,8,11,1.0,18.2,-52.0,10.0,-8.0,0.278,-44.0,4,0.296,7.9,不採用
"EMAクロス(8,30)",EMAクロス,12,30,10時台,全曜日,上昇のみ,ATR高,46,1.0,67.4,-49.1,12.0,-28.07,0.883,-235.1,4,13,1.1,53.8,-96.0,12.0,-30.0,0.467,-102.0,2,0.529,7.9,不採用
"RSI逆張り(期間7, 35/75)",RSI逆張り,10,15,NY(21-23時),月,なし,ATR低,56,1.2,39.3,-236.4,8.92,-12.73,0.454,-234.2,9,27,1.2,33.3,-117.9,10.0,-11.55,0.433,-137.7,5,0.954,7.9,不採用
"BBブレイク(期間20, 1.5σ)",BBブレイク,30,15,16時台,金,なし,なし,194,1.1,35.1,-43.3,26.49,-14.64,0.977,-328.1,14,69,1.1,30.4,-184.5,25.22,-14.88,0.742,-282.3,8,0.759,7.9,不採用
"MACDクロス(12,26,12)",MACDクロス,8,25,ロンドン(16-21時),金,順方向のみ,直近30分変動大,94,1.2,71.3,-102.6,7.94,-23.5,0.838,-172.1,2,41,1.3,61.0,-169.4,7.79,-22.76,0.535,-144.4,3,0.638,7.9,不採用
"RSI逆張り(期間10, 30/65)",RSI逆張り,8,8,9時台,火,レンジのみ,なし,72,1.1,56.9,80.0,8.0,-8.0,1.323,-48.0,4,27,1.4,33.3,-72.0,8.0,-8.0,0.5,-64.0,6,0.378,7.9,不採用
"RSI逆張り(期間14, 25/65)",RSI逆張り,10,8,NY(21-23時),火,なし,ATR低,16,1.1,56.2,34.0,10.0,-8.0,1.607,-16.0,2,14,1.4,21.4,-58.0,10.0,-8.0,0.341,-50.0,4,0.212,7.9,不採用
押し目(EMA200+RSI40/65),押し目,5,8,22時台,全曜日,レンジのみ,なし,125,1.2,52.8,-125.1,5.0,-7.71,0.725,-158.0,5,72,1.3,47.2,-134.0,5.0,-8.0,0.559,-146.0,6,0.771,7.9,不採用
"EMAクロス(3,100)",EMAクロス,30,25,東京(9-15時),木,順方向のみ,ATR低,16,1.0,50.0,64.5,24.39,-16.32,1.494,-61.9,3,6,1.0,33.3,-40.0,30.0,-25.0,0.6,-100.0,4,0.402,7.9,不採用
"BBブレイク(期間20, 2.0σ)",BBブレイク,30,12,全時間,木,レンジのみ,ATR高,241,2.0,25.3,-446.5,27.8,-11.9,0.792,-531.4,15,75,1.7,24.0,-204.5,26.64,-12.0,0.701,-236.2,15,0.885,7.9,不採用
"BB逆張り(期間30, 2.0σ)",BB逆張り,30,30,9時台,金,レンジのみ,ATR低,29,1.0,58.6,150.0,30.0,-30.0,1.417,-60.0,2,10,1.0,40.0,-55.3,24.73,-25.7,0.641,-120.0,4,0.452,7.9,不採用
"EMAクロス(5,150)",EMAクロス,5,30,東京(9-15時),木,上昇のみ,直近30分変動大,8,1.1,75.0,-30.0,5.0,-30.0,0.5,-55.0,1,8,1.0,62.5,-65.0,5.0,-30.0,0.278,-80.0,2,0.556,7.9,不採用
"BB逆張り(期間14, 2.0σ)",BB逆張り,10,30,東京(9-15時),火,上昇のみ,なし,237,1.7,73.0,-79.4,10.0,-28.27,0.956,-364.2,4,95,1.7,65.3,-359.8,10.0,-29.69,0.633,-329.8,3,0.662,7.9,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,5,15,21時台,火,上昇のみ,ATR高,37,1.2,59.5,-88.5,5.0,-13.23,0.554,-88.5,3,9,1.1,44.4,-55.0,5.0,-15.0,0.267,-45.0,4,0.482,7.9,不採用
"MACDクロス(12,21,9)",MACDクロス,10,12,10時台,水,上昇のみ,なし,81,1.1,49.4,-88.6,10.0,-11.92,0.819,-174.6,5,27,1.2,37.0,-104.0,10.0,-12.0,0.49,-118.0,3,0.598,7.9,不採用
"EMAクロス(20,75)",EMAクロス,8,30,NY(21-23時),木,なし,直近30分変動大,64,1.1,73.4,-14.9,8.0,-22.99,0.962,-75.6,2,18,1.2,61.1,-114.0,8.0,-28.86,0.436,-92.0,2,0.453,7.9,不採用
"MACDクロス(12,21,9)",MACDクロス,12,12,全時間,月,上昇のみ,ATR低,216,2.0,46.8,-153.3,11.8,-11.7,0.886,-272.1,10,71,1.9,39.4,-163.7,11.91,-11.57,0.671,-192.0,8,0.757,7.9,不採用
押し目(EMA200+RSI40/55),押し目,20,30,全時間,火,なし,ATR高,135,1.4,54.8,-230.7,18.68,-26.44,0.857,-443.1,5,61,1.6,52.5,-212.6,18.63,-27.89,0.737,-400.0,9,0.86,7.9,不採用
"EMAクロス(3,50)",EMAクロス,6,30,22時台,月,下降のみ,直近30分変動大,18,1.1,77.8,-0.6,6.0,-21.15,0.993,-41.5,1,8,1.0,50.0,-67.3,6.0,-22.83,0.263,-54.0,2,0.265,7.9,不採用
"MACDクロス(16,35,9)",MACDクロス,5,8,21時台,火,順方向のみ,なし,60,1.0,56.7,-34.0,5.0,-7.85,0.833,-83.0,4,26,1.0,42.3,-65.0,5.0,-8.0,0.458,-79.0,6,0.55,7.9,不採用
"BB逆張り(期間25, 1.5σ)",BB逆張り,4,5,全時間,金,順方向のみ,直近30分変動大,250,2.0,48.4,-161.0,4.0,-5.0,0.75,-192.0,10,102,2.0,40.2,-141.0,4.0,-5.0,0.538,-136.0,6,0.717,7.9,不採用
"BB逆張り(期間20, 2.0σ)",BB逆張り,20,8,9時台,木,下降のみ,直近30分変動大,35,1.2,34.3,56.0,20.0,-8.0,1.304,-48.0,6,17,1.1,17.6,-52.0,20.0,-8.0,0.536,-64.0,8,0.411,7.9,不採用
"EMAクロス(20,100)",EMAクロス,30,15,16時台,全曜日,レンジのみ,なし,185,1.1,30.3,-421.0,25.74,-14.44,0.774,-464.9,9,71,1.1,26.8,-234.6,27.34,-14.5,0.689,-238.1,10,0.89,7.9,不採用
"BBブレイク(期間14, 1.5σ)",BBブレイク,4,5,10時台,火,下降のみ,ATR高,28,1.3,53.6,-5.0,4.0,-5.0,0.923,-41.0,4,12,1.5,25.0,-33.0,4.0,-5.0,0.267,-41.0,8,0.289,7.9,不採用
"EMAクロス(15,50)",EMAクロス,6,25,NY(21-23時),木,順方向のみ,なし,33,1.0,78.8,-19.0,6.0,-25.0,0.891,-77.0,2,12,1.1,50.0,-79.4,6.0,-19.23,0.312,-68.2,2,0.35,7.9,不採用
"EMAクロス(8,100)",EMAクロス,10,15,21時台,火,レンジのみ,なし,38,1.1,52.6,-61.4,10.0,-14.52,0.765,-135.0,4,11,1.0,36.4,-65.0,10.0,-15.0,0.381,-70.0,3,0.498,7.9,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,15,15,NY(21-23時),月,レンジのみ,なし,67,1.1,52.2,18.2,12.58,-13.19,1.043,-125.8,5,23,1.2,39.1,-77.1,13.81,-14.39,0.617,-122.1,5,0.592,7.9,不採用
"MACDクロス(16,26,6)",MACDクロス,8,12,22時台,木,下降のみ,ATR高,58,1.2,58.6,-5.0,8.0,-11.54,0.982,-68.0,3,13,1.4,38.5,-56.0,8.0,-12.0,0.417,-68.0,4,0.425,7.9,不採用
"BBブレイク(期間25, 1.5σ)",BBブレイク,5,8,21時台,全曜日,順方向のみ,ATR低,98,1.1,62.2,22.2,5.0,-7.64,1.079,-69.8,5,51,1.1,49.0,-81.9,4.81,-7.77,0.595,-110.1,8,0.551,7.9,不採用
"MACDクロス(12,21,6)",MACDクロス,6,20,9時台,火,レンジのみ,ATR高,8,1.0,100.0,48.0,6.0,0.0,999.0,0.0,0,4,1.0,25.0,-54.0,6.0,-20.0,0.1,-40.0,2,0.01,7.9,不採用
"BBブレイク(期間25, 2.0σ)",BBブレイク,20,30,東京(9-15時),水,なし,直近30分変動大,282,1.7,60.3,10.9,19.27,-29.16,1.003,-490.0,4,137,2.0,54.0,-435.5,19.48,-29.79,0.768,-542.5,8,0.766,7.9,不採用
"MACDクロス(8,26,6)",MACDクロス,25,5,21時台,水,順方向のみ,ATR高,35,1.1,17.1,-2.6,23.73,-5.0,0.982,-80.0,13,13,1.2,7.7,-35.0,25.0,-5.0,0.417,-55.0,11,0.425,7.9,不採用
"BB逆張り(期間20, 2.5σ)",BB逆張り,20,30,東京(9-15時),月,順方向のみ,なし,62,1.1,54.8,-126.7,18.07,-26.47,0.829,-245.4,4,26,1.0,50.0,-121.7,17.24,-26.6,0.648,-181.7,5,0.782,7.9,不採用
"BBブレイク(期間14, 1.5σ)",BBブレイク,6,25,東京(9-15時),月,下降のみ,ATR低,62,1.2,72.6,-95.0,6.0,-21.47,0.74,-149.0,3,24,1.3,62.5,-119.7,6.0,-23.3,0.429,-131.7,2,0.58,7.9,不採用
"BBブレイク(期間25, 2.0σ)",BBブレイク,6,15,22時台,火,上昇のみ,なし,63,1.2,68.3,-2.6,6.0,-13.03,0.99,-74.8,4,33,1.1,57.6,-94.2,5.89,-14.73,0.543,-125.2,4,0.548,7.9,不採用
"BB逆張り(期間25, 1.5σ)",BB逆張り,8,12,東京(9-15時),火,順方向のみ,なし,155,1.3,62.6,80.0,8.0,-12.0,1.115,-72.0,4,64,1.4,48.4,-148.0,8.0,-12.0,0.626,-180.0,4,0.561,7.9,不採用
"EMAクロス(12,100)",EMAクロス,12,30,東京(9-15時),全曜日,上昇のみ,直近30分変動大,40,1.1,75.0,60.0,12.0,-30.0,1.2,-102.0,3,22,1.0,59.1,-114.0,12.0,-30.0,0.578,-108.0,3,0.482,7.9,不採用
押し目(EMA200+RSI40/55),押し目,6,12,東京(9-15時),火,下降のみ,なし,45,1.1,66.7,0.0,6.0,-12.0,1.0,-60.0,3,14,1.3,35.7,-78.0,6.0,-12.0,0.278,-66.0,2,0.278,7.9,不採用
押し目(EMA200+RSI45/65),押し目,5,5,東京(9-15時),全曜日,上昇のみ,ATR高,82,1.4,37.8,-100.0,5.0,-5.0,0.608,-105.0,13,23,1.2,26.1,-55.0,5.0,-5.0,0.353,-65.0,7,0.581,7.9,不採用
"RSI逆張り(期間21, 40/65)",RSI逆張り,25,15,21時台,木,レンジのみ,直近30分変動大,14,1.0,50.0,70.0,25.0,-15.0,1.667,-60.0,4,6,1.0,16.7,-50.0,25.0,-15.0,0.333,-45.0,3,0.2,7.9,不採用
"BB逆張り(期間30, 2.0σ)",BB逆張り,8,30,15時台,月,下降のみ,ATR高,10,1.0,80.0,4.0,8.0,-30.0,1.067,-30.0,2,10,1.2,60.0,-72.0,8.0,-30.0,0.4,-80.0,2,0.375,7.9,不採用
"BB逆張り(期間25, 1.5σ)",BB逆張り,15,25,ロンドン(16-21時),木,順方向のみ,なし,135,1.1,61.5,35.7,14.41,-22.32,1.031,-245.1,4,49,1.1,53.1,-137.3,14.53,-22.4,0.733,-239.3,7,0.711,7.9,不採用
"EMAクロス(5,50)",EMAクロス,6,25,15時台,全曜日,なし,ATR低,156,1.0,80.1,-0.5,5.97,-24.08,0.999,-160.5,2,41,1.0,70.7,-112.9,5.8,-23.43,0.599,-149.2,4,0.6,7.9,不採用
"EMAクロス(20,75)",EMAクロス,5,12,10時台,火,レンジのみ,直近30分変動大,20,1.1,65.0,-19.0,5.0,-12.0,0.774,-30.0,2,8,1.3,25.0,-62.0,5.0,-12.0,0.139,-50.0,2,0.18,7.9,不採用
"BB逆張り(期間30, 1.5σ)",BB逆張り,4,30,22時台,木,なし,直近30分変動大,80,1.2,87.5,74.1,4.0,-20.59,1.36,-73.7,3,32,1.2,78.1,-110.0,4.0,-30.0,0.476,-134.0,2,0.35,7.9,不採用
"BB逆張り(期間20, 2.5σ)",BB逆張り,10,15,NY(21-23時),全曜日,上昇のみ,直近30分変動大,289,1.1,54.7,-294.0,9.73,-13.98,0.839,-312.6,6,86,1.1,48.8,-210.1,9.53,-13.87,0.656,-267.1,5,0.782,7.9,不採用
"MACDクロス(8,26,9)",MACDクロス,4,5,10時台,月,順方向のみ,直近30分変動大,32,1.0,62.5,20.0,4.0,-5.0,1.333,-15.0,3,8,1.1,12.5,-31.0,4.0,-5.0,0.114,-30.0,7,0.086,7.9,不採用
"EMAクロス(15,30)",EMAクロス,8,12,21時台,全曜日,上昇のみ,ATR低,29,1.0,41.4,-88.6,7.79,-10.71,0.513,-121.6,7,24,1.0,41.7,-84.9,6.88,-10.98,0.448,-97.5,7,0.873,7.9,不採用
"BB逆張り(期間30, 2.5σ)",BB逆張り,25,25,22時台,水,上昇のみ,直近30分変動大,27,1.1,40.7,-71.5,17.97,-16.82,0.734,-102.1,5,14,1.0,42.9,-69.2,13.62,-18.86,0.541,-110.2,5,0.737,7.9,不採用
"MACDクロス(8,26,9)",MACDクロス,5,8,22時台,木,なし,ATR高,181,1.4,55.8,-135.0,5.0,-8.0,0.789,-161.0,4,45,1.5,44.4,-100.0,5.0,-8.0,0.5,-103.0,5,0.634,7.9,不採用
押し目(EMA200+RSI40/60),押し目,30,30,21時台,水,順方向のみ,直近30分変動大,18,1.0,66.7,193.3,26.75,-21.28,2.514,-77.4,2,5,1.0,20.0,-60.3,30.0,-22.57,0.332,-30.3,3,0.132,7.9,不採用
"MACDクロス(12,21,9)",MACDクロス,25,30,15時台,全曜日,下降のみ,なし,222,1.0,52.7,-138.0,22.62,-26.52,0.95,-469.7,5,88,1.0,48.9,-303.8,22.22,-27.98,0.759,-392.0,8,0.799,7.9,不採用
押し目(EMA200+RSI40/60),押し目,12,5,NY(21-23時),月,下降のみ,直近30分変動大,14,1.1,14.3,-36.0,12.0,-5.0,0.4,-31.0,7,11,1.6,9.1,-38.0,12.0,-5.0,0.24,-45.0,10,0.6,7.9,不採用
"RSI逆張り(期間21, 25/65)",RSI逆張り,6,15,ロンドン(16-21時),火,なし,直近30分変動大,56,1.2,66.1,-63.0,6.0,-15.0,0.779,-144.0,4,28,1.5,53.6,-105.0,6.0,-15.0,0.462,-117.0,3,0.593,7.9,不採用
"RSI逆張り(期間21, 25/65)",RSI逆張り,6,10,全時間,木,下降のみ,直近30分変動大,96,1.8,55.2,-112.0,6.0,-10.0,0.74,-122.0,4,26,1.4,42.3,-84.0,6.0,-10.0,0.44,-92.0,4,0.595,7.9,不採用
押し目(EMA200+RSI40/55),押し目,25,30,21時台,木,順方向のみ,ATR高,14,1.0,64.3,79.3,22.23,-24.16,1.656,-60.0,2,3,1.0,33.3,-41.3,3.5,-22.4,0.078,-44.8,2,0.047,7.9,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,30,30,15時台,全曜日,上昇のみ,ATR高,62,1.0,59.7,332.2,27.88,-27.97,1.475,-203.1,3,17,1.0,41.2,-98.3,27.5,-29.08,0.662,-150.0,3,0.449,7.9,不採用
"RSI逆張り(期間14, 35/80)",RSI逆張り,8,8,全時間,月,順方向のみ,ATR高,30,1.1,53.3,16.0,8.0,-8.0,1.143,-32.0,4,9,1.1,22.2,-40.0,8.0,-8.0,0.286,-40.0,5,0.25,7.9,不採用
押し目(EMA200+RSI40/55),押し目,4,5,NY(21-23時),金,レンジのみ,直近30分変動大,19,1.1,31.6,-41.0,4.0,-5.0,0.369,-40.0,4,12,1.2,16.7,-42.0,4.0,-5.0,0.16,-37.0,7,0.434,7.9,不採用
"MACDクロス(12,35,12)",MACDクロス,20,15,ロンドン(16-21時),金,順方向のみ,なし,180,1.2,50.0,413.3,18.91,-14.31,1.321,-105.0,7,70,1.4,37.1,-166.2,17.96,-14.39,0.738,-204.0,6,0.559,7.9,不採用
"BB逆張り(期間25, 1.5σ)",BB逆張り,25,5,9時台,全曜日,レンジのみ,ATR高,95,1.3,17.9,35.0,25.0,-5.0,1.09,-70.0,14,40,1.3,10.0,-80.0,25.0,-5.0,0.556,-75.0,10,0.51,7.9,不採用
"EMAクロス(5,75)",EMAクロス,15,8,NY(21-23時),月,なし,ATR低,21,1.1,52.4,71.9,12.4,-6.45,2.115,-24.0,3,12,1.3,25.0,-37.2,9.77,-7.39,0.441,-51.2,7,0.209,7.9,不採用
"MACDクロス(16,21,12)",MACDクロス,12,12,NY(21-23時),水,順方向のみ,ATR高,57,1.1,52.6,27.8,11.34,-11.57,1.089,-48.0,4,14,1.3,35.7,-48.0,12.0,-12.0,0.556,-84.0,7,0.511,7.9,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,5,12,全時間,水,下降のみ,ATR高,282,3.1,66.3,-205.0,5.0,-12.0,0.82,-273.0,7,127,3.5,59.1,-249.0,5.0,-12.0,0.601,-293.0,4,0.733,7.9,不採用
"BBブレイク(期間25, 2.0σ)",BBブレイク,25,15,9時台,火,レンジのみ,ATR高,12,1.0,41.7,20.0,25.0,-15.0,1.19,-30.0,3,5,1.0,20.0,-35.0,25.0,-15.0,0.417,-60.0,4,0.35,7.9,不採用
"BBブレイク(期間20, 2.0σ)",BBブレイク,6,25,22時台,火,なし,直近30分変動大,141,1.3,75.2,-82.8,5.86,-20.11,0.882,-269.0,3,53,1.2,69.8,-145.7,6.0,-22.98,0.604,-198.7,4,0.685,7.9,不採用
"MACDクロス(12,21,9)",MACDクロス,12,8,東京(9-15時),水,なし,ATR高,198,2.6,43.4,136.0,12.0,-8.0,1.152,-80.0,9,81,2.4,32.1,-128.0,12.0,-8.0,0.709,-152.0,11,0.615,7.9,不採用
"RSI逆張り(期間21, 40/65)",RSI逆張り,6,25,21時台,全曜日,上昇のみ,直近30分変動大,75,1.0,73.3,-121.3,5.94,-22.4,0.729,-144.3,4,28,1.1,67.9,-111.0,6.0,-25.0,0.507,-159.0,3,0.695,7.9,不採用
"MACDクロス(12,35,12)",MACDクロス,4,30,ロンドン(16-21時),金,順方向のみ,なし,205,1.4,85.9,-71.6,4.0,-26.74,0.908,-213.6,2,80,1.6,77.5,-229.0,4.0,-26.5,0.52,-263.0,2,0.573,7.9,不採用
"EMAクロス(5,30)",EMAクロス,20,25,21時台,火,なし,ATR低,19,1.0,47.4,-10.7,18.88,-18.06,0.941,-75.0,3,9,1.0,33.3,-44.5,15.8,-15.32,0.516,-84.3,5,0.548,7.9,不採用
"RSI逆張り(期間7, 20/65)",RSI逆張り,12,15,NY(21-23時),月,レンジのみ,ATR高,51,1.5,41.2,-164.0,11.23,-13.33,0.59,-211.3,6,11,1.4,36.4,-57.0,12.0,-15.0,0.457,-93.0,5,0.775,7.9,不採用
"EMAクロス(12,200)",EMAクロス,4,25,15時台,火,なし,ATR低,9,1.0,100.0,36.0,4.0,0.0,999.0,0.0,0,4,1.0,50.0,-42.0,4.0,-25.0,0.16,-50.0,2,0.016,7.9,不採用
"MACDクロス(12,21,6)",MACDクロス,25,20,15時台,月,なし,直近30分変動大,38,1.0,47.4,50.0,25.0,-20.0,1.125,-80.0,5,22,1.0,31.8,-125.0,25.0,-20.0,0.583,-110.0,3,0.518,7.9,不採用
"RSI逆張り(期間21, 40/70)",RSI逆張り,6,25,21時台,木,上昇のみ,直近30分変動大,18,1.1,61.1,-109.0,6.0,-25.0,0.377,-114.0,2,3,1.0,33.3,-44.0,6.0,-25.0,0.12,-50.0,2,0.318,7.9,不採用
押し目(EMA200+RSI45/55),押し目,20,30,16時台,火,順方向のみ,直近30分変動大,23,1.1,43.5,-184.0,20.0,-29.54,0.521,-180.0,5,12,1.0,41.7,-110.0,20.0,-30.0,0.476,-150.0,3,0.914,7.9,不採用
押し目(EMA200+RSI45/60),押し目,5,12,22時台,水,上昇のみ,なし,67,1.2,76.1,80.2,4.77,-10.21,1.491,-24.0,2,24,1.3,50.0,-84.0,5.0,-12.0,0.417,-77.0,3,0.28,7.9,不採用
"BBブレイク(期間30, 2.0σ)",BBブレイク,4,30,15時台,金,順方向のみ,直近30分変動大,53,1.1,88.7,8.0,4.0,-30.0,1.044,-66.0,2,25,1.1,76.0,-104.0,4.0,-30.0,0.422,-108.0,2,0.404,7.9,不採用
"BB逆張り(期間30, 2.0σ)",BB逆張り,12,15,全時間,月,上昇のみ,ATR低,164,1.7,48.2,-276.0,11.6,-14.03,0.769,-377.8,6,62,1.7,43.5,-195.4,11.59,-14.53,0.616,-207.4,5,0.801,7.9,不採用
"BB逆張り(期間30, 1.5σ)",BB逆張り,15,25,15時台,木,なし,直近30分変動大,44,1.0,54.5,-140.0,15.0,-25.0,0.72,-260.0,5,21,1.1,47.6,-125.0,15.0,-25.0,0.545,-155.0,3,0.757,7.9,不採用
"RSI逆張り(期間7, 20/70)",RSI逆張り,5,25,21時台,全曜日,下降のみ,直近30分変動大,137,1.1,81.0,-64.1,5.0,-23.81,0.896,-194.1,2,38,1.1,71.1,-121.4,5.0,-23.31,0.527,-155.0,3,0.588,7.9,不採用
押し目(EMA200+RSI40/65),押し目,25,12,21時台,木,上昇のみ,ATR高,28,1.1,50.0,140.7,22.05,-12.0,1.837,-36.0,3,8,1.0,12.5,-50.0,25.0,-10.71,0.333,-39.0,4,0.181,7.9,不採用
"BBブレイク(期間14, 2.5σ)",BBブレイク,8,10,NY(21-23時),木,順方向のみ,なし,89,1.2,51.7,-62.0,8.0,-10.0,0.856,-112.0,6,31,1.1,38.7,-88.2,8.0,-9.69,0.521,-100.0,5,0.609,7.9,不採用
"RSI逆張り(期間14, 30/75)",RSI逆張り,30,8,全時間,水,下降のみ,ATR高,208,2.5,20.7,-127.4,27.63,-7.97,0.903,-404.0,40,78,3.1,16.7,-145.8,28.78,-8.0,0.72,-244.0,14,0.797,7.9,不採用
"BB逆張り(期間20, 2.5σ)",BB逆張り,4,8,NY(21-23時),金,なし,直近30分変動大,160,1.2,61.3,-104.0,4.0,-8.0,0.79,-132.0,5,46,1.2,50.0,-92.0,4.0,-8.0,0.5,-100.0,6,0.633,7.9,不採用
押し目(EMA200+RSI35/60),押し目,10,12,22時台,金,上昇のみ,ATR高,23,1.1,52.2,-8.1,9.71,-11.33,0.935,-64.1,5,5,1.2,20.0,-38.0,10.0,-12.0,0.208,-36.0,4,0.222,7.9,不採用
"BBブレイク(期間30, 1.5σ)",BBブレイク,5,5,22時台,全曜日,レンジのみ,直近30分変動大,167,1.2,40.1,-165.0,5.0,-5.0,0.67,-175.0,7,80,1.2,33.8,-130.0,5.0,-5.0,0.509,-130.0,6,0.76,7.9,不採用
"BB逆張り(期間30, 1.5σ)",BB逆張り,25,5,東京(9-15時),水,レンジのみ,直近30分変動大,56,1.4,19.6,50.0,25.0,-5.0,1.222,-85.0,17,28,1.4,10.7,-50.0,25.0,-5.0,0.6,-100.0,16,0.491,7.9,不採用
"BB逆張り(期間30, 2.0σ)",BB逆張り,12,8,22時台,木,なし,ATR低,5,1.0,20.0,-20.0,12.0,-8.0,0.375,-16.0,2,4,1.0,0.0,-24.4,0.0,-6.1,0.0,-24.0,4,0.0,7.9,不採用
"MACDクロス(8,26,12)",MACDクロス,30,8,NY(21-23時),全曜日,レンジのみ,直近30分変動大,202,1.3,25.7,91.6,24.36,-7.83,1.078,-188.6,11,78,1.3,21.8,-146.7,20.08,-8.0,0.699,-138.7,11,0.648,7.9,不採用
"EMAクロス(8,150)",EMAクロス,20,20,全時間,水,レンジのみ,ATR高,151,1.4,50.3,49.3,19.15,-18.75,1.035,-167.7,6,67,1.6,41.8,-218.3,19.3,-19.45,0.712,-258.3,5,0.688,7.9,不採用
"BB逆張り(期間14, 2.5σ)",BB逆張り,30,20,15時台,木,上昇のみ,ATR低,10,1.0,60.0,74.5,24.28,-17.8,2.046,-24.4,2,4,1.0,25.0,-56.3,3.7,-20.0,0.062,-36.3,2,0.03,7.9,不採用
"EMAクロス(3,200)",EMAクロス,6,30,22時台,金,レンジのみ,直近30分変動大,27,1.1,92.6,90.0,6.0,-30.0,2.5,-30.0,1,10,1.0,50.0,-73.6,6.0,-20.72,0.29,-52.4,2,0.116,7.9,不採用
"RSI逆張り(期間14, 40/75)",RSI逆張り,8,30,16時台,火,上昇のみ,直近30分変動大,13,1.0,76.9,-10.0,8.0,-30.0,0.889,-30.0,1,7,1.2,57.1,-58.0,8.0,-30.0,0.356,-74.0,2,0.4,7.9,不採用
"BB逆張り(期間25, 2.0σ)",BB逆張り,25,20,ロンドン(16-21時),月,下降のみ,直近30分変動大,71,1.4,42.3,-133.2,21.88,-19.26,0.831,-158.3,6,44,1.4,38.6,-151.1,22.45,-19.73,0.716,-309.7,9,0.862,7.9,不採用
押し目(EMA200+RSI35/65),押し目,4,20,東京(9-15時),水,順方向のみ,ATR高,57,1.5,71.9,-156.0,4.0,-20.0,0.512,-192.0,3,17,1.2,64.7,-76.0,4.0,-20.0,0.367,-80.0,4,0.717,7.9,不採用
"MACDクロス(8,26,9)",MACDクロス,5,12,22時台,全曜日,下降のみ,直近30分変動大,160,1.2,64.4,-158.0,5.0,-11.81,0.765,-255.0,7,55,1.0,56.4,-133.0,5.0,-12.0,0.538,-121.0,5,0.703,7.9,不採用
"MACDクロス(8,26,12)",MACDクロス,8,15,9時台,全曜日,下降のみ,直近30分変動大,123,1.1,70.7,156.0,8.0,-15.0,1.289,-79.0,4,51,1.1,52.9,-138.6,8.0,-14.78,0.609,-123.6,4,0.472,7.9,不採用
押し目(EMA200+RSI40/55),押し目,12,15,9時台,全曜日,順方向のみ,なし,89,1.0,50.6,-120.0,12.0,-15.0,0.818,-144.0,7,24,1.0,41.7,-90.0,12.0,-15.0,0.571,-123.0,5,0.698,7.9,不採用
"BB逆張り(期間20, 1.5σ)",BB逆張り,25,8,21時台,月,なし,直近30分変動大,77,1.2,31.2,84.6,21.19,-8.0,1.2,-80.0,10,34,1.3,17.6,-74.0,25.0,-8.0,0.67,-118.0,12,0.558,7.9,不採用
